;;;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
;;;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt
01.01.2022;09473;Coburg, Landkreis;431;1928;1467;10125;8966;9490;4974;1420;949;39750;45;461;1170;2129;5834;5252;1750;581;124;17346;3;36;45;168;80;40;31;16;4;423;-;-;-;-;-;-;-;-;688;688;-;-;-;11;39;128;324;459;-;961;-;-;-;-;4;38;111;320;-;473;-;-;-;1;4;-;-;-;3;8;479;2425;2682;12434;14927;14948;7190;2796;1768;59649
01.01.2022;09474;Forchheim, Landkreis;627;2499;2129;13698;11489;11438;5413;1494;1192;49979;98;751;1894;3512;9105;7196;2200;664;199;25619;-;28;32;188;67;50;34;23;5;427;-;-;-;-;-;-;-;-;1020;1020;-;-;-;22;102;196;375;612;-;1307;-;-;-;-;6;71;129;468;-;674;-;-;-;6;8;-;-;-;-;14;725;3278;4055;17426;20777;18951;8151;3261;2416;79040
01.01.2022;09475;Hof, Landkreis;483;1879;1336;8701;9020;11672;6262;2117;864;42334;54;468;1138;1998;6257;6269;2280;727;163;19354;3;31;27;126;68;64;45;25;3;392;-;-;-;-;-;-;-;-;611;611;-;-;-;9;45;99;368;572;1;1094;-;-;-;-;-;34;76;407;-;517;-;-;-;3;5;-;-;-;-;8;540;2378;2501;10837;15395;18138;9031;3848;1642;64310
01.01.2022;09476;Kronach, Landkreis;336;1328;1002;7206;6542;7790;3893;1175;628;29900;40;365;943;1616;4896;4561;1418;435;88;14362;-;24;13;76;37;30;26;21;2;229;-;-;-;-;-;-;-;-;401;401;-;-;-;12;26;76;222;364;-;700;-;-;-;-;1;24;58;218;-;301;-;-;-;2;14;-;-;-;-;16;376;1717;1958;8912;11516;12481;5617;2213;1119;45909
01.01.2022;09477;Kulmbach, Landkreis;388;1574;1312;7969;7236;7685;3776;1044;744;31728;50;456;1116;1934;5208;4829;1827;594;135;16149;-;22;26;111;59;28;36;20;-;302;-;-;-;-;-;-;-;-;550;550;-;-;-;8;64;161;305;545;-;1083;-;-;-;-;3;41;78;303;-;425;-;-;-;2;3;-;-;-;5;10;438;2052;2454;10024;12573;12744;6022;2506;1434;50247
01.01.2022;09478;Lichtenfels, Landkreis;347;1491;1183;8279;6589;6580;3213;774;627;29083;28;410;1025;1972;4958;4339;1371;378;106;14587;1;16;18;95;40;23;14;11;4;222;-;-;-;-;-;-;-;-;450;450;-;-;-;3;22;51;195;347;-;618;-;-;-;-;3;18;65;236;-;322;-;-;-;2;11;-;-;-;-;13;376;1917;2226;10351;11623;11011;4858;1746;1187;45295
01.01.2022;09479;Wunsiedel im Fichtelgebirge, Landkreis;327;1318;1022;6632;6987;8451;4565;1321;739;31362;37;336;784;1456;4548;4681;1644;568;123;14177;1;11;18;54;36;40;23;30;2;215;-;-;-;-;-;-;-;-;429;429;-;-;-;3;48;104;265;471;-;891;-;-;-;-;1;22;84;300;-;407;-;-;-;-;12;-;-;-;2;14;365;1665;1824;8145;11632;13298;6581;2690;1295;47495
01.01.2022;09561;Ansbach, kreisfreie Stadt;145;745;743;4396;3558;3432;1745;705;336;15805;16;233;628;1222;2799;2206;839;381;59;8383;2;17;18;83;28;26;23;7;3;207;-;-;-;-;-;-;-;-;319;319;-;-;-;7;35;109;135;337;1;624;-;-;-;-;2;17;61;233;-;313;-;-;-;-;2;-;-;-;-;2;163;995;1389;5708;6424;5790;2803;1663;718;25653
01.01.2022;09562;Erlangen, kreisfreie Stadt;449;1878;1574;9313;7780;8255;3758;1172;904;35083;78;531;1333;2315;5672;4803;2110;609;186;17637;2;18;22;137;51;60;25;12;6;333;-;-;-;-;-;-;-;-;815;815;-;-;-;32;112;209;405;568;1;1327;-;-;-;-;5;65;189;560;-;819;-;-;-;2;6;-;-;-;2;10;529;2427;2929;11799;13626;13392;6487;2921;1914;56024
01.01.2022;09563;Fürth, kreisfreie Stadt;455;1945;1877;11225;9123;9689;4894;1690;875;41773;86;571;1418;2569;6093;5216;2222;749;154;19078;3;16;27;124;73;61;39;13;2;358;-;-;-;-;-;-;-;-;800;800;-;-;-;21;115;286;500;796;-;1718;-;-;-;-;2;50;145;541;-;738;-;-;-;3;5;1;-;-;1;10;544;2532;3322;13942;15411;15303;7800;3789;1832;64475
01.01.2022;09564;Nürnberg, kreisfreie Stadt;1946;7927;7507;40846;32105;35190;17843;6356;3991;153711;328;2114;5676;10498;23228;21374;10878;4157;764;79017;9;67;114;502;201;162;111;40;15;1221;-;-;-;-;-;-;-;-;2723;2723;-;-;-;103;473;1045;2492;3631;2;7746;-;-;-;-;12;220;723;2408;-;3363;-;1;-;7;25;-;-;-;11;44;2283;10109;13297;51956;56044;57991;32047;16592;7506;247825
01.01.2022;09565;Schwabach, kreisfreie Stadt;301;830;764;4355;3641;3858;2095;839;596;17279;36;193;581;930;2382;2089;916;330;103;7560;-;2;4;54;17;10;10;3;1;101;-;-;-;-;-;-;-;-;424;424;-;-;-;12;73;148;251;313;-;797;-;-;-;-;1;25;73;233;-;332;-;-;-;-;4;-;-;-;2;6;337;1025;1349;5351;6118;6130;3345;1718;1126;26499
01.01.2022;09571;Ansbach, Landkreis;1068;4390;3630;22020;17353;16642;7406;1867;1938;76314;177;1330;3589;7258;16473;12536;3694;1284;415;46756;4;89;71;365;154;105;64;24;10;886;-;-;-;-;-;-;-;-;1431;1431;-;-;1;16;109;281;512;761;-;1680;-;-;-;-;12;104;221;667;-;1004;-;-;-;3;19;1;-;-;-;23;1249;5809;7291;29662;34120;29669;11897;4603;3794;128094
01.01.2022;09572;Erlangen-Höchstadt, Landkreis;716;2808;2395;14906;13019;13610;6473;1647;1593;57167;114;831;2194;3960;10019;8650;3364;990;288;30410;-;35;50;204;90;50;37;14;8;488;-;-;-;-;-;-;-;-;1538;1538;-;-;-;24;138;276;543;826;-;1807;-;-;-;-;7;111;437;1141;-;1696;-;-;-;9;10;-;-;-;13;32;830;3674;4639;19103;23283;22697;10854;4618;3440;93138
01.01.2022;09573;Fürth, Landkreis;659;2481;2144;13218;11797;12759;6151;1712;1339;52260;108;665;1656;3013;7506;6349;2278;623;199;22397;-;27;31;134;67;45;23;18;9;354;-;-;-;-;-;-;-;-;1000;1000;-;-;-;14;104;221;495;659;-;1493;-;-;-;-;4;83;147;485;-;719;-;-;1;3;8;-;-;-;3;15;767;3173;3832;16382;19486;19457;9094;3497;2550;78238
01.01.2022;09574;Nürnberger Land, Landkreis;895;3384;2869;17550;15717;17688;8641;2675;1844;71263;150;980;2359;4168;11884;10310;3961;1188;343;35343;1;34;46;204;74;85;41;16;4;505;-;-;-;-;-;-;-;-;1525;1525;-;-;-;27;137;358;743;1282;-;2547;-;-;-;-;7;97;218;854;-;1176;-;-;-;2;7;-;-;-;2;11;1046;4398;5274;21951;27826;28538;13604;6015;3718;112370
01.01.2022;09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;597;2393;2025;11818;8507;8631;3935;1028;1116;40050;93;825;2131;4223;8928;6900;2002;551;234;25887;2;38;45;197;84;47;23;14;4;454;-;-;-;-;-;-;-;-;941;941;-;-;-;15;86;188;269;421;1;980;-;-;-;-;7;76;147;371;-;601;-;-;-;2;10;1;2;-;3;18;692;3256;4201;16255;17622;15843;6378;2385;2299;68931
01.01.2022;09576;Roth, Landkreis;677;2706;2297;14309;11954;12400;6083;1659;1360;53445;123;858;2122;4025;10362;8651;3200;918;266;30525;-;41;29;153;66;56;30;12;2;389;-;-;-;-;-;-;-;-;1055;1055;-;-;-;21;128;328;569;735;-;1781;-;-;-;-;6;71;183;654;-;914;-;-;-;1;8;1;-;-;2;12;800;3605;4448;18509;22524;21507;10065;3978;2685;88121
01.01.2022;09577;Weißenburg-Gunzenhausen, Landkreis;579;2222;1806;11291;8584;7958;3699;1069;897;38105;118;693;1942;3615;8137;5857;1641;478;255;22736;1;26;26;151;83;80;39;23;4;433;-;-;-;-;-;-;-;-;820;820;-;-;-;14;57;173;256;414;1;915;-;-;-;-;5;47;132;394;-;578;-;-;-;2;7;1;-;-;1;11;698;2941;3774;15073;16873;14116;5767;2378;1978;63598
01.01.2022;09661;Aschaffenburg, kreisfreie Stadt;358;1629;1468;7409;5548;5837;3104;1281;718;27352;37;316;869;1752;3824;3622;1727;587;127;12861;1;19;35;122;86;50;27;24;6;370;-;-;-;-;-;-;-;-;705;705;-;-;1;15;44;162;306;458;1;987;-;-;-;-;2;30;147;697;-;876;-;-;1;1;-;1;-;-;3;6;396;1964;2374;9299;9504;9702;5311;3047;1560;43157
01.01.2022;09662;Schweinfurt, kreisfreie Stadt;202;1030;950;5390;3551;3383;1711;581;374;17172;39;256;754;1423;3034;2736;1294;565;69;10170;4;24;42;86;34;37;27;7;4;265;-;-;-;-;-;-;-;-;385;385;-;-;-;16;59;131;231;360;-;797;-;-;-;-;3;24;216;452;-;695;-;-;-;2;2;-;-;-;1;5;245;1310;1746;6917;6683;6311;3479;1965;833;29489
01.01.2022;09663;Würzburg, kreisfreie Stadt;634;2307;1915;10410;8293;8452;4487;1622;1429;39549;103;601;1431;2566;6212;5562;2767;1182;233;20657;2;38;49;249;145;98;62;51;7;701;-;-;-;-;-;-;-;-;1060;1060;-;-;-;25;112;232;485;879;1;1734;-;-;-;1;5;60;172;787;-;1025;-;-;-;2;13;-;-;-;2;17;739;2946;3395;13253;14780;14404;7973;4521;2732;64743
01.01.2022;09671;Aschaffenburg, Landkreis;959;4226;3763;20405;16044;17276;8634;2582;1917;75806;107;957;2523;4918;12261;10738;4002;1257;301;37064;3;64;75;292;209;126;80;41;17;907;-;-;-;-;-;-;-;-;1586;1586;-;-;-;26;141;343;774;1025;2;2311;-;-;-;-;10;85;296;1125;-;1516;-;-;1;5;11;1;-;-;2;20;1069;5247;6362;25646;28676;28569;13786;6030;3825;119210
01.01.2022;09672;Bad Kissingen, Landkreis;491;2338;1901;12737;9312;8650;3881;1064;981;41355;132;740;1986;3895;9750;7995;2130;587;238;27453;-;46;64;219;109;73;37;30;3;581;-;-;-;-;-;-;-;-;827;827;-;-;-;16;47;166;313;373;-;915;-;-;-;-;7;53;98;309;-;467;-;-;-;5;6;-;-;-;-;11;623;3124;3951;16872;19231;16937;6459;2363;2049;71609
01.01.2022;09673;Rhön-Grabfeld, Landkreis;365;1667;1532;9446;6804;6046;2867;658;639;30024;69;603;1646;3281;8311;6355;1820;457;138;22680;3;31;36;200;72;32;27;22;3;426;-;-;-;-;-;-;-;-;999;999;-;-;-;11;67;140;222;295;-;735;-;-;-;-;7;39;100;279;-;425;-;-;-;5;5;-;-;-;1;11;437;2301;3214;12943;15266;12612;5036;1711;1780;55300
01.01.2022;09674;Haßberge, Landkreis;400;1920;1503;10217;6969;6733;3162;808;801;32513;77;724;1866;3638;8412;6993;2012;527;195;24444;2;28;43;228;127;70;33;20;4;555;-;-;-;-;-;-;-;-;768;768;-;-;-;-;35;96;243;238;1;613;-;-;-;-;1;43;77;283;-;404;-;1;-;5;5;-;-;-;1;12;479;2673;3412;14088;15549;13935;5527;1876;1770;59309
01.01.2022;09675;Kitzingen, Landkreis;517;2639;2095;11677;8063;7359;3300;842;997;37489;88;764;1876;3549;7511;5565;1890;638;219;22100;2;31;44;221;84;54;34;18;11;499;-;-;-;-;-;-;-;-;792;792;-;-;-;14;108;241;318;463;-;1144;-;-;-;-;1;51;126;350;-;528;-;-;-;1;5;-;-;-;4;10;607;3434;4015;15462;15772;13270;5668;2311;2023;62562
01.01.2022;09676;Miltenberg, Landkreis;647;3130;2788;15368;11275;11048;5203;2462;1209;53130;92;781;2268;4457;9931;7778;2649;1629;249;29834;4;37;62;289;91;61;27;24;3;598;-;-;-;-;-;-;-;-;799;799;-;-;-;24;143;436;566;863;-;2032;-;-;-;-;5;67;191;809;-;1072;1;-;-;2;8;-;-;-;3;14;744;3948;5118;20140;21453;19390;8636;5787;2263;87479
01.01.2022;09677;Main-Spessart, Landkreis;633;3049;2508;14565;11340;10976;5630;1761;1317;51779;107;904;2336;4689;10707;8129;2685;991;239;30787;-;64;69;333;124;83;60;20;6;759;-;-;-;-;-;-;-;-;935;935;-;-;-;20;120;292;399;621;-;1452;-;-;-;-;6;60;154;545;-;765;-;-;-;4;13;1;-;-;-;18;740;4017;4913;19611;22310;19541;8928;3938;2497;86495
01.01.2022;09678;Schweinfurt, Landkreis;580;2746;2394;15002;10801;9802;4258;1164;1121;47868;130;937;2315;4154;9880;7475;2077;514;274;27756;3;47;55;314;130;92;44;23;9;717;-;-;-;-;-;-;-;-;1073;1073;-;-;-;14;89;234;384;495;-;1216;-;-;-;-;6;63;130;399;1;599;-;2;1;2;12;-;-;-;6;23;713;3732;4765;19486;20918;17666;6893;2595;2484;79252
01.01.2022;09679;Würzburg, Landkreis;783;3620;3087;18765;14830;15308;7052;1955;1754;67154;145;997;2733;5108;12103;9378;3344;942;374;35124;8;82;85;370;210;181;79;47;9;1071;-;-;-;-;-;-;-;-;1653;1653;-;-;-;19;156;320;593;907;-;1995;-;-;-;-;14;90;200;773;-;1077;-;-;-;3;14;1;-;-;1;19;936;4699;5905;24265;27327;25278;11268;4624;3791;108093
01.01.2022;09761;Augsburg, kreisfreie Stadt;1058;4056;4069;23310;18265;20902;10750;5176;2208;89794;144;969;2776;5554;12427;11897;5249;2014;431;41461;1;64;111;421;229;220;268;59;15;1388;-;-;-;-;-;-;-;-;1519;1519;-;-;-;70;315;753;1101;1997;-;4236;-;-;-;-;11;115;394;1489;2;2011;-;1;-;6;12;3;-;-;8;30;1203;5090;6956;29361;31259;33890;17762;10735;4183;140439
01.01.2022;09762;Kaufbeuren, kreisfreie Stadt;165;669;645;4226;3566;4219;2183;682;356;16711;38;212;575;1093;2590;2307;813;226;97;7951;-;6;13;59;31;43;19;5;1;177;-;-;-;-;-;-;-;-;308;308;-;-;-;3;48;135;188;241;-;615;-;-;-;-;2;19;50;189;-;260;-;-;-;2;1;-;-;-;-;3;203;887;1233;5383;6238;6723;3253;1343;762;26025
01.01.2022;09763;Kempten (Allgäu), kreisfreie Stadt;209;873;916;6120;5447;5850;3063;1303;503;24284;55;304;799;1568;3931;3952;1944;764;136;13453;4;14;13;75;39;38;39;9;1;232;-;-;-;-;-;-;-;-;634;634;-;-;-;19;64;114;317;526;-;1040;-;-;-;-;2;30;106;344;-;482;-;-;-;2;3;-;-;-;1;6;268;1191;1728;7784;9486;9984;5469;2946;1275;40131
01.01.2022;09764;Memmingen, kreisfreie Stadt;176;706;697;4437;3547;3908;1940;671;416;16498;25;187;649;1256;2858;2702;1200;405;69;9351;1;5;14;54;33;25;9;7;2;150;-;-;-;-;-;-;-;-;347;347;-;-;-;9;36;67;153;285;-;550;-;-;-;-;1;11;62;241;-;315;-;-;-;-;1;-;-;-;-;1;202;898;1360;5756;6476;6713;3364;1609;834;27212
01.01.2022;09771;Aichach-Friedberg, Landkreis;757;2809;2423;14556;12174;12893;6021;2041;1601;55275;115;903;2118;4103;9844;8247;2874;864;295;29363;8;28;59;224;127;101;51;25;11;634;-;-;-;-;-;-;-;-;1178;1178;-;-;-;26;162;310;492;777;-;1767;-;-;-;-;8;65;147;609;-;829;-;-;-;1;9;-;-;-;1;11;880;3740;4600;18910;22324;21616;9585;4316;3086;89057
01.01.2022;09772;Augsburg, Landkreis;1339;5009;4536;27009;23493;26377;13033;4762;3045;108603;211;1294;3674;6618;17127;14876;5600;1738;593;51731;5;75;76;353;235;200;116;35;12;1107;-;-;-;-;-;-;-;-;2040;2040;-;-;-;47;328;705;1057;1771;2;3910;-;-;-;-;12;147;402;1357;-;1918;1;-;-;4;12;2;-;-;6;25;1556;6378;8286;34031;41207;42307;20208;9663;5698;169334
01.01.2022;09773;Dillingen an der Donau, Landkreis;482;2126;2041;12138;9170;8875;3866;1120;1050;40868;49;656;1701;3503;8149;6495;1806;480;211;23050;2;24;34;202;77;36;21;12;5;413;-;-;-;-;-;-;-;-;645;645;-;-;-;8;111;311;304;549;-;1283;-;-;-;-;3;64;97;371;-;535;-;-;-;2;13;-;-;-;1;16;533;2806;3776;15853;17523;15781;6094;2532;1912;66810
01.01.2022;09774;Günzburg, Landkreis;653;2452;2202;14556;11656;11680;5543;1481;1264;51487;77;613;1992;4473;10731;9206;2913;981;232;31218;1;25;48;187;78;55;21;19;8;442;-;-;-;-;-;-;-;-;945;945;-;-;-;23;91;217;407;650;-;1388;-;-;-;-;2;51;131;630;-;814;-;-;-;1;8;-;1;-;2;12;731;3090;4242;19240;22566;21209;9016;3761;2451;86306
01.01.2022;09775;Neu-Ulm, Landkreis;749;3302;2822;19899;15768;17008;7760;2620;1824;71752;76;783;2390;5025;11690;10296;3541;1396;321;35518;4;36;57;266;117;83;67;31;6;667;-;-;-;-;-;-;-;-;1260;1260;-;-;-;20;90;241;588;989;1;1929;-;-;-;-;9;69;206;926;-;1210;-;-;-;2;12;-;-;-;4;18;829;4121;5269;25212;27686;27697;12162;5962;3416;112354
01.01.2022;09776;Lindau (Bodensee), Landkreis;422;1668;1430;9365;7294;7661;3403;883;1143;33269;100;646;1481;2461;6031;4791;1516;498;231;17755;1;21;21;116;52;25;21;13;4;274;-;-;-;-;-;-;-;-;677;677;-;-;-;18;68;87;272;455;1;901;-;-;-;-;5;47;116;325;-;493;-;-;-;1;6;-;-;-;-;7;523;2335;2932;11961;13456;12611;5328;2174;2056;53376
01.01.2022;09777;Ostallgäu, Landkreis;664;2600;2312;15117;13304;13412;6434;1952;1620;57415;158;1031;2619;4349;10952;8894;3393;1102;373;32871;7;41;61;254;116;107;53;23;7;669;-;-;-;-;-;-;-;-;1274;1274;-;-;-;19;119;251;440;753;2;1584;-;-;-;-;10;68;165;505;-;748;-;-;-;3;12;-;-;-;-;15;829;3672;4992;19742;24513;22732;10485;4335;3276;94576
01.01.2022;09778;Unterallgäu, Landkreis;841;3326;2701;17566;13894;13702;6076;1694;1837;61637;147;986;2677;5500;12579;9666;3348;957;306;36166;3;55;48;206;133;72;59;25;5;606;-;-;-;-;-;-;-;-;1056;1056;-;-;-;12;103;239;451;632;1;1438;-;-;-;-;10;59;129;496;-;694;-;-;-;4;13;1;1;-;1;20;991;4367;5426;23288;26732;23739;10064;3804;3206;101617
01.01.2022;09779;Donau-Ries, Landkreis;709;3201;2640;16252;12586;11810;5138;1687;1307;55330;122;1061;2759;5219;11679;8816;2764;1157;328;33905;3;44;47;200;101;98;41;20;6;560;-;-;-;-;-;-;-;-;989;989;-;-;1;18;127;337;577;910;-;1970;-;-;-;1;5;57;159;738;-;960;-;-;-;-;7;1;-;-;1;9;834;4306;5447;21690;24505;21119;8679;4512;2631;93723
01.01.2022;09780;Oberallgäu, Landkreis;770;2345;2177;15587;14587;15468;7603;2353;1933;62823;167;1105;2705;4147;12287;10264;4003;1354;421;36453;3;30;49;186;81;53;49;23;2;476;-;-;-;-;-;-;-;-;1357;1357;-;-;-;18;79;160;507;962;-;1726;-;-;-;-;7;67;185;627;-;886;-;1;-;-;13;1;-;-;2;17;940;3481;4931;19938;27054;26013;12347;5319;3715;103738
01.01.2022;10041;Regionalverband Saarbrücken, Landkreis;1758;7297;8456;34763;26151;28196;14046;4759;3169;128595;207;1416;4202;8919;17648;13812;5520;2192;468;54384;9;66;85;317;120;74;51;42;6;770;-;-;-;-;-;-;-;-;1858;1858;-;-;-;63;369;941;1216;2554;-;5143;-;-;-;-;7;103;469;1576;-;2155;1;1;3;4;15;-;-;-;11;35;1975;8780;12746;44066;44310;43126;21302;11123;5512;192940
01.01.2022;10042;Merzig-Wadern, Landkreis;523;2265;2443;11962;9537;9922;4967;1699;1074;44392;66;594;1773;3769;8864;6966;2261;790;188;25271;1;17;25;97;39;31;15;17;5;247;-;-;-;-;-;-;-;-;691;691;-;-;-;16;86;267;377;815;-;1561;-;-;-;-;1;40;128;342;-;511;-;-;-;2;4;-;-;-;-;6;590;2876;4241;15846;18531;17226;7748;3663;1958;72679
01.01.2022;10043;Neunkirchen, Landkreis;632;3166;3572;15911;12549;13659;6630;2169;1134;59422;81;589;1766;3579;8446;6555;1983;637;180;23816;1;28;37;153;90;49;30;19;5;412;-;-;-;-;-;-;-;-;784;784;-;-;-;22;150;432;473;988;-;2065;-;-;-;-;4;36;166;515;-;721;-;-;-;2;23;-;-;-;-;25;714;3783;5375;19667;21262;20731;9282;4328;2103;87245
01.01.2022;10044;Saarlouis, Landkreis;1248;4531;5067;24773;18902;20053;10593;3066;2130;90363;170;894;2983;6178;13418;9828;3216;931;380;37998;2;44;50;196;73;72;49;27;8;521;-;-;-;-;-;-;-;-;1248;1248;-;-;-;34;188;449;687;1675;-;3033;-;-;-;-;4;62;274;817;1;1158;-;-;-;9;22;-;-;-;2;33;1420;5469;8100;31190;32607;30464;14819;6516;3769;134354
01.01.2022;10045;Saarpfalz-Kreis;793;3477;3908;17284;13720;15035;6965;2475;1376;65033;99;768;2123;4128;9657;7918;2798;1095;261;28847;2;34;47;200;99;71;42;19;3;517;-;-;-;-;-;-;-;-;1051;1051;-;-;-;16;153;442;533;1110;1;2255;-;-;-;-;5;50;211;678;-;944;-;-;-;2;27;-;-;-;5;34;894;4279;6078;21630;23661;23516;10549;5377;2697;98681
01.01.2022;10046;Sankt Wendel, Landkreis;392;1980;2000;10627;9130;9651;4610;1289;868;40547;65;480;1287;2735;6855;5420;1655;456;151;19104;2;22;28;137;75;40;18;17;4;343;-;-;-;-;-;-;-;-;593;593;-;-;-;10;75;241;333;586;-;1245;-;-;-;-;1;39;99;387;-;526;-;1;-;4;6;-;-;-;-;11;459;2483;3315;13513;16142;15391;6715;2735;1616;62369
01.01.2022;11000;Berlin, kreisfreie Stadt;12567;51755;49365;243814;178963;193429;96270;30870;18674;875707;1225;9032;22302;35972;76211;78431;34954;11898;4198;274223;196;1495;1606;5878;2208;1445;651;273;216;13968;-;-;-;-;-;-;-;-;16678;16678;-;5;3;1238;4912;8795;11183;17147;27;43310;-;-;-;3;140;1330;4084;11905;34;17496;1;-;4;53;246;7;1;-;99;411;13989;62287;73280;286958;262680;283437;147143;72093;39926;1241793
01.01.2022;12051;Brandenburg an der Havel, kreisfreie Stadt;203;1216;1296;7089;5569;5401;2661;862;376;24673;24;287;695;1112;2794;2440;881;308;76;8617;2;14;16;87;55;20;12;15;3;224;-;-;-;-;1;-;-;-;361;362;-;-;-;13;83;159;218;394;-;867;-;-;-;-;6;11;78;226;-;321;-;-;-;2;10;1;-;-;-;13;229;1517;2007;8303;8518;8032;3850;1805;816;35077
01.01.2022;12052;Cottbus, kreisfreie Stadt;361;1824;1725;10335;7999;7754;3502;1061;667;35228;40;315;981;1482;3745;3242;1243;415;70;11533;3;23;41;134;42;35;31;11;3;323;-;-;-;-;-;-;-;-;315;315;-;-;-;18;105;212;355;557;1;1248;-;-;-;-;4;29;90;273;-;396;-;-;-;3;15;-;-;-;1;19;404;2162;2747;11972;11910;11272;5221;2317;1057;49062
01.01.2022;12053;Frankfurt (Oder), kreisfreie Stadt;166;996;992;5643;4746;5025;2362;704;295;20929;20;162;453;703;1989;1887;662;254;33;6163;-;13;27;118;57;45;29;3;2;294;-;-;-;-;-;-;-;-;152;152;-;-;-;11;55;94;157;296;-;613;-;-;-;-;2;15;54;127;1;199;-;-;-;5;11;-;-;-;-;16;186;1171;1472;6480;6860;7066;3264;1384;483;28366
01.01.2022;12054;Potsdam, kreisfreie Stadt;506;2314;2282;13772;11926;12416;6195;2055;1053;52519;80;578;1470;2386;6424;5974;2318;831;196;20257;7;53;67;288;138;121;67;21;11;773;-;-;-;-;-;-;-;-;958;958;-;-;-;53;173;296;549;942;2;2015;-;-;-;-;5;65;238;681;-;989;-;-;-;4;20;-;1;-;2;27;593;2945;3819;16503;18686;18872;9368;4530;2222;77538
01.01.2022;12060;Barnim, Landkreis;831;4003;3737;20934;16859;16459;8014;2154;1765;74756;123;1065;2591;3765;9096;8076;2713;848;313;28590;9;111;128;486;221;154;90;46;24;1269;-;-;-;-;-;-;-;-;992;992;-;-;-;62;229;477;679;956;-;2403;-;-;-;-;13;82;219;518;-;832;-;-;-;6;23;2;-;-;2;33;963;5179;6456;25253;26441;25250;11715;4522;3096;108875
01.01.2022;12061;Dahme-Spreewald, Landkreis;856;4177;3649;19730;15370;15686;7409;2340;1528;70745;117;1021;2595;4110;9817;8920;3044;1012;300;30936;12;117;143;456;234;160;72;32;22;1248;-;-;-;-;-;-;-;-;971;971;-;-;1;57;257;564;671;1005;1;2556;-;-;-;-;11;96;205;507;-;819;-;-;1;2;27;-;1;-;5;36;985;5315;6389;24355;25716;25426;11402;4896;2827;107311
01.01.2022;12062;Elbe-Elster, Landkreis;725;3178;2705;13306;9104;7885;3487;1034;1021;42445;73;706;1710;2772;6253;5116;1590;485;119;18824;-;32;69;214;110;47;32;16;6;526;-;-;-;-;-;-;-;-;281;281;-;-;-;18;87;228;305;448;-;1086;-;-;-;-;3;26;52;167;-;248;-;-;-;5;29;-;-;-;1;35;798;3916;4484;16315;15586;13302;5466;2150;1428;63445
